1.64	0.81999999	0	0.81999999	8.1999998	0.81999999	0.81999999	1.64	0	0	1.64	1.64	0	7.3800001	1.64	1.64	0.81999999	0.81999999	4.9200001	9.0200005	27.049999	21.309999	1.64	6.5599999	12.3	0	0	13.11	0.81999999	1.64	0	1.64	2.46	0	0	0.81999999	0.81999999	4.9200001	19.67	1.64	0.81999999	5.7399998	4.0999999	2.46	1.64	6.5599999	29.51	1.64	1.64	3.28	2.46	1.64	0	2.46	0	7.3800001	1.64	0.81999999	1.64	0	0.81999999	0	0.81999999	0	7.3800001	0	0.81999999	1.64	2.46	0.81999999	0	0.81999999	0	1.64	2.46	1.64	0	0.81999999	0.81999999	0	1.64	13.93	0.81999999	0	0	0	0	0	6.5599999	2.46	29.51	0.81999999	8.1999998	0	1.64	5.7399998	0	1.64	1.64	2.46	7.3800001	9.8400002	9.8400002	0	7.3800001	4.9200001	0.81999999	3.28	0.81999999	0	0	4.0999999	0.81999999	0	2.46	4.9200001	0	13.93	0	1.64	1.64	0	0	7.3800001	0	0	4.9200001	4.9200001	0.81999999	0	1.64	0.81999999	3.28	7.3800001	0	0	0.81999999	0	0	4.0999999	7.3800001	0	21.309999	13.11	4.0999999	15.57
0	0.67000002	0	0	8.7200003	0.67000002	0	2.01	0	2.6800001	1.34	2.01	4.6999998	6.04	2.6800001	1.34	4.0300002	2.6800001	2.01	16.110001	40.939999	39.599998	10.74	4.0300002	14.77	0	4.6999998	6.04	2.6800001	6.71	0	0.67000002	0.67000002	0	0	0	0.67000002	0.67000002	8.7200003	2.6800001	0	4.0300002	0.67000002	0	48.32	67.110001	65.769997	12.75	26.17	32.889999	4.0300002	5.3699999	8.7200003	2.01	0.67000002	1.34	0	0	0	0	0	0.67000002	0	0	2.01	0	0	0	1.34	4.0300002	1.34	0	0.67000002	0	0.67000002	2.6800001	0	0.67000002	0.67000002	0	0.67000002	2.01	0	0	0.67000002	0.67000002	1.34	0.67000002	0.67000002	2.01	2.6800001	1.34	4.0300002	1.34	0.67000002	0.67000002	1.34	0	0	0.67000002	0.67000002	0.67000002	2.01	0.67000002	2.01	0.67000002	0	0	0	0	0.67000002	0	0	0	0.67000002	0	0	4.6999998	12.08	0	0	1.34	0	0	0	1.34	0.67000002	1.34	0.67000002	0	0	0	2.01	0	0	0	1.34	0	0	2.6800001	13.42	0	30.870001	15.44	6.04	20.809999
1.6900001	0	0	1.6900001	10.17	0.85000002	0	0.85000002	0	0	0.85000002	0	1.6900001	8.4700003	3.3900001	1.6900001	1.6900001	3.3900001	0.85000002	5.9299998	25.42	22.030001	5.0799999	1.6900001	1.6900001	0.85000002	1.6900001	3.3900001	0.85000002	5.0799999	0	0.85000002	0	0	0	0.85000002	0	1.6900001	16.1	3.3900001	0	4.2399998	1.6900001	0.85000002	1.6900001	4.2399998	33.049999	0.85000002	2.54	0.85000002	2.54	0.85000002	11.86	0	5.9299998	7.6300001	2.54	3.3900001	4.2399998	0.85000002	0	0	0	0	9.3199997	0	2.54	0	1.6900001	1.6900001	0	0	0	4.2399998	0	1.6900001	0	0.85000002	0.85000002	0	3.3900001	0.85000002	0.85000002	0	0	2.54	0.85000002	0	0.85000002	0	4.2399998	0.85000002	1.6900001	0	1.6900001	0	0	0	0	0	5.9299998	8.4700003	6.7800002	0.85000002	2.54	1.6900001	0	1.6900001	0.85000002	0	0	0	0	0	0	0.85000002	0	9.3199997	0.85000002	5.9299998	3.3900001	1.6900001	0	1.6900001	0	0	2.54	0.85000002	0	0	0	0	0.85000002	0	0	0	1.6900001	0	0	3.3900001	6.7800002	1.6900001	32.200001	9.3199997	4.2399998	7.6300001
0	0.72000003	0	0	2.1600001	0	0	0	0.72000003	0	0	0.72000003	0	0	0	0	0	0.72000003	2.8800001	2.8800001	2.8800001	11.51	0.72000003	0.72000003	2.1600001	0.72000003	0.72000003	0	0	0	0	0	0.72000003	0	0	0	0.72000003	1.4400001	3.5999999	0.72000003	0	0.72000003	0	0	0.72000003	0	4.3200002	0.72000003	0	0	0	0	0	0	0	1.4400001	0.72000003	0.72000003	0	0.72000003	0.72000003	0	0	0	0	0	0	0	10.79	0.72000003	17.27	7.1900001	0.72000003	0.72000003	5.04	0	0.72000003	0.72000003	12.95	18.709999	13.67	23.74	0.72000003	2.8800001	0.72000003	0	2.1600001	0	1.4400001	0	5.04	0	0	0.72000003	1.4400001	2.1600001	0	1.4400001	0.72000003	0.72000003	2.1600001	1.4400001	5.7600002	7.1900001	29.5	38.849998	5.7600002	2.8800001	10.07	3.5999999	4.3200002	0.72000003	0.72000003	0.72000003	2.1600001	0	0	14.39	4.3200002	1.4400001	1.4400001	0.72000003	0	2.1600001	0.72000003	0	48.919998	58.27	0.72000003	2.1600001	8.6300001	4.3200002	0.72000003	7.1900001	17.99	15.83	43.169998	39.57	15.83	64.75	2.1600001	0.72000003	3.5999999	3.0899999	0	12.95
0.72000003	0	0.72000003	0.72000003	5.7600002	2.1600001	1.4400001	0.72000003	0	1.4400001	2.1600001	0.72000003	2.1600001	0.72000003	0	0	0	0	1.4400001	2.1600001	10.79	14.39	2.1600001	2.8800001	9.3500004	1.4400001	3.5999999	4.3200002	0.72000003	0	0	0	0	0	0	0	0	2.1600001	20.860001	2.1600001	0	0	1.4400001	0	2.1600001	2.8800001	12.95	0.72000003	2.1600001	4.3200002	0	0.72000003	0.72000003	0	3.5999999	5.04	2.8800001	2.1600001	5.04	0	0.72000003	0.72000003	1.4400001	1.4400001	5.04	0	1.4400001	3.5	7.1900001	0.72000003	2.8800001	3.5999999	0	2.8800001	4.3200002	5.04	2.1600001	3.5999999	3.5999999	6.4699998	8.6300001	17.99	1.4400001	2.8800001	2.8800001	1.4400001	0	0.72000003	2.8800001	4.3200002	10.07	0	1.4400001	0.72000003	1.4400001	0.72000003	0	0	1.4400001	1.4400001	3.5999999	2.1600001	13.67	5.04	27.34	22.299999	0.72000003	2.8800001	2.1600001	0.72000003	3.5999999	1.4400001	0	1.4400001	1.4400001	2.1600001	0.72000003	17.99	0.72000003	9.3500004	2.1600001	1.4400001	0	0.72000003	0	0.72000003	23.02	23.74	0	1.4400001	7.9099998	1.4400001	4.3200002	2.8800001	8.6300001	8.6300001	23.02	7.9099998	5.04	34.529999	6.4699998	3.5999999	5.7600002	29.5	2.8800001	13.67
6.3099999	0.89999998	0.89999998	2.7	11.71	1.8	0.89999998	2.7	0.89999998	2.7	0.89999998	5.4099998	0	6.3099999	2.7	0.89999998	0.89999998	1.8	0.89999998	9.0100002	17.120001	12.61	1.8	0.89999998	1.8	1.8	1.8	2.7	0	0	0	0	0	0	0	0.89999998	0	1.8	20.719999	2.7	0.89999998	0.89999998	0.89999998	0.89999998	0	0	18.92	0	0.89999998	2.7	2.7	0	0.89999998	0.89999998	1.8	0.89999998	1.8	1.8	0.89999998	0.89999998	1.8	0	1.8	2.7	4.5	0	1.8	0.89999998	0.89999998	0.89999998	0	0	0.89999998	5.4099998	4.5	2.7	2.7	4.5	0	2.7	4.5	8.1099997	0	0	0	0	0	0	0.89999998	6.3099999	4.5	0	0	0	2.7	0.89999998	0	0	0.89999998	0	1.8	4.5	7.21	1.8	2.7	8.1099997	0.89999998	0.89999998	0	0	0.89999998	0	2.7	0.89999998	2.7	6.3099999	0.89999998	12.61	0.89999998	1.8	0.89999998	1.8	0	1.8	0.89999998	0	3.5999999	10.81	0	0	0.89999998	0	3.5999999	0.89999998	0	0	0.89999998	0	0.89999998	2.7	9.9099998	2.7	34.23	4.5	2.7	9.9099998
8.0500002	3.3599999	0	2.01	32.889999	3.3599999	1.34	14.09	0	2.6800001	8.7200003	11.41	2.01	17.450001	5.3699999	3.3599999	2.6800001	4.0300002	5.3699999	16.780001	37.580002	36.91	4.6999998	6.04	9.3999996	0.67000002	2.01	8.7200003	0	1.34	1.34	1.34	0	0.67000002	2.01	4.0300002	0	2.6800001	28.860001	8.7200003	4.0300002	6.04	10.07	0.67000002	0	2.6800001	36.91	0	1.34	3.3599999	0.67000002	0	3.3599999	0.67000002	1.34	8.7200003	2.6800001	2.6800001	4.6999998	6.04	1.34	2.6800001	8.7200003	10.74	22.82	2.01	9.3999996	4.0300002	4.0300002	0	0.67000002	6.71	0.67000002	6.04	3.3599999	8.0500002	2.01	8.0500002	2.6800001	4.6999998	7.3800001	38.93	5.3699999	2.01	4.6999998	0	0.67000002	0.67000002	8.0500002	5.3699999	6.04	0	8.7200003	0.67000002	1.34	0.67000002	0	1.34	0	0	8.7200003	8.7200003	10.07	6.04	15.44	8.7200003	0.67000002	3.3599999	1.34	0	4.0300002	0	0.67000002	0.67000002	1.34	4.0300002	0	8.0500002	0.67000002	5.3699999	4.0300002	0	0	0	0	1.34	8.0500002	10.74	0	0.67000002	1.34	1.34	8.7200003	4.6999998	4.6999998	2.6800001	9.3999996	1.34	2.6800001	18.120001	7.3800001	2.6800001	15.44	22.15	12.08	8.0500002
0	0	0	0	0	0	0	0	0	0	0	0	0	1.4400001	0	0	0	0	3.5999999	0.72000003	3.5999999	7.1900001	0	0	0.72000003	0.72000003	1.4400001	2.8800001	0	0	0	0	0.72000003	0	0	0.72000003	0	0.72000003	2.8800001	1.4400001	0.72000003	0	0.72000003	0	0	0	1.4400001	0	0	0	0	0.72000003	0	0	0.72000003	0.72000003	1.4400001	1.4400001	2.1600001	0	0	0	0	0	0.72000003	0	0.72000003	1.4400001	4.3200002	0	0	2.1600001	0.72000003	0.72000003	2.8800001	0.72000003	1.4400001	0	2.8800001	10.79	9.3500004	6.4699998	0.72000003	2.8800001	3.5999999	1.4400001	0.72000003	1.4400001	0.72000003	1.4400001	10.79	0	0	0	1.4400001	1.4400001	0	1.4400001	2.1600001	2.8800001	1.4400001	0.72000003	4.3200002	2.8800001	16.549999	10.79	2.1600001	17.27	15.11	10.79	69.059998	24.459999	1.4400001	2.8800001	0.72000003	2.1600001	0.72000003	26.620001	1.4400001	0	0	0	2.8800001	6.4699998	0	0	27.34	27.34	0	3.5999999	6.4699998	3.5999999	0.72000003	19.42	15.11	11.51	32.369999	15.83	23.02	50.360001	2.8800001	1.4400001	2.1600001	27.34	0.72000003	9.3500004
4.27	3.4200001	0.85000002	1.71	5.98	0	0.85000002	0	0	0.85000002	5.1300001	0	0	8.5500002	1.71	1.71	0.85000002	2.5599999	4.27	8.5500002	26.5	25.639999	0.85000002	0	5.1300001	12.82	5.98	3.4200001	2.5599999	1.71	0	0.85000002	0	0	1.71	1.71	0	2.5599999	23.08	2.5599999	1.71	2.5599999	8.5500002	1.71	0	1.71	21.370001	0	0.85000002	1.71	0.85000002	0	0.85000002	0	10.26	19.66	11.11	19.66	11.11	0.85000002	2.5599999	1.71	0	1.71	11.11	4.27	2.5599999	3.4200001	0.85000002	0.85000002	0.85000002	1.71	0	4.27	3.4200001	7.6900001	1.71	4.27	0.85000002	1.71	5.98	5.1300001	0.85000002	0	1.71	2.5599999	0	0	0.85000002	1.71	2.5599999	0	1.71	0	4.27	0	0.85000002	0	4.27	5.1300001	11.97	6.8400002	21.370001	1.71	10.26	9.3999996	0	1.71	0	0	0.85000002	0.85000002	0	1.71	0.85000002	1.71	5.1300001	11.97	0	19.66	11.97	1.71	0	1.71	0	0	3.4200001	5.98	0	4.27	0	0	4.27	0.85000002	2.5599999	0.85000002	0	0.85000002	0.85000002	5.1300001	7.6900001	2.5599999	30.77	11.11	15.38	5.1300001
1.6	1.6	1.6	1.6	2.4000001	1.6	0	0	0	0	0	0	1.6	5.5999999	3.2	0.80000001	2.4000001	0	2.4000001	6.4000001	19.200001	20.799999	0	0	3.2	11.2	1.6	3.2	0	0	0.80000001	1.6	0	1.6	0.80000001	1.6	0	4	29.6	5.5999999	1.6	4	0.80000001	0.80000001	0.80000001	0.80000001	12.8	1.6	0.80000001	0.80000001	1.6	0.80000001	0.80000001	0.80000001	4	13.6	11.2	15.2	8.8000002	0	0.80000001	2.4000001	0.80000001	0	1.6	0.80000001	1.6	1.6	0	0	0	0	0	1.6	4.8000002	3.2	2.4000001	1.6	2.4000001	1.6	4	8	0.80000001	0	0	0	0	0	4.8000002	2.4000001	3.2	0.80000001	0.80000001	0	0.80000001	0	0	0	1.6	2.4000001	4	2.4000001	25.6	2.4000001	11.2	14.4	0.80000001	2.4000001	0.80000001	0	2.4000001	0	0	1.6	0.80000001	0	4.8000002	8.8000002	0	21.6	10.4	1.6	0	0.80000001	0	0.80000001	7.1999998	10.4	0	2.4000001	1.6	0	4.8000002	1.6	0.80000001	0.80000001	3.2	0.80000001	0	5.5999999	2.4000001	0.80000001	26.4	5.5999999	15.2	6.4000001
